,Fear,Depe,Expr,Gent,Prud,Crea,Sent,Gree,Live,Flex,Soci,Sinc,Anxi,Pati,Perf,Fair,Inqu,SocB,Mode,AesA,Forg,Unco,Orga,Dili
19027,4.1,3.1,3.3,3.8,4.3,4.8,4.8,4.2,4.1,4.0,4.0,5.2,4.2,4.3,4.1,4.3,4.3,3.8,4.4,4.6,4.4,3.7,4.5,4.1
19028,4.3,3.7,3.9,3.2,3.7,4.7,3.6,2.9,3.8,4.2,5.3,3.6,3.6,4.6,4.7,3.6,4.0,4.7,4.3,4.0,4.0,4.5,4.1,3.4
19029,3.9,3.3,4.6,3.9,4.1,4.0,3.9,4.2,3.7,4.4,3.9,4.1,3.1,4.1,5.0,3.7,4.0,5.6,5.0,4.6,3.3,3.8,3.7,4.4
19044,4.6,3.8,3.5,4.1,4.1,3.9,4.8,4.1,3.4,4.4,4.1,4.5,3.6,4.0,4.2,3.8,4.9,4.1,3.6,4.7,3.5,4.4,3.8,4.1
19045,4.2,4.6,3.7,3.4,4.4,4.0,4.9,4.7,4.5,4.6,4.1,3.9,4.1,4.2,4.3,4.5,5.0,4.8,4.5,4.5,4.1,4.2,4.0,3.6
19046,3.0,3.4,4.2,2.8,3.4,4.6,3.5,3.6,3.9,4.3,3.6,2.6,3.8,4.1,4.6,4.0,4.2,4.4,3.6,4.4,4.0,4.7,4.0,3.8
19061,2.9,3.8,4.2,4.7,3.5,4.1,6.6,3.8,3.5,4.2,4.7,3.9,3.3,3.2,3.8,3.9,3.6,4.6,4.5,4.1,4.5,3.5,4.1,3.9
19062,3.3,3.4,3.4,3.1,3.5,4.0,5.2,3.4,4.5,3.9,4.4,3.3,3.6,4.2,3.8,3.8,3.8,4.2,3.5,4.0,3.8,3.7,3.8,3.5
19063,3.9,4.2,3.7,3.7,4.0,4.3,4.4,4.0,4.0,4.6,3.7,4.9,4.1,4.1,3.5,3.7,4.2,4.1,4.1,4.5,3.9,4.5,4.6,3.9
19064,3.1,3.9,4.3,4.0,4.6,4.3,4.3,4.0,4.9,4.2,4.3,3.8,4.1,4.8,5.3,3.8,4.3,4.3,4.7,5.2,4.7,4.3,4.8,3.9
19066,5.3,3.5,5.0,5.3,4.0,5.2,4.0,4.0,4.8,3.6,4.8,3.1,4.6,5.2,5.4,3.7,4.0,5.0,3.3,6.0,3.8,3.3,3.1,4.3
19067,3.4,3.9,4.2,4.1,4.8,4.0,4.6,5.3,4.2,4.7,4.2,4.3,3.9,3.8,4.7,4.2,4.8,4.8,4.5,4.6,4.4,3.7,4.2,3.9
19071,3.0,4.4,3.7,3.7,4.2,4.5,2.8,4.7,4.8,4.5,4.7,4.0,4.7,4.5,4.4,3.9,4.4,4.7,5.5,3.4,3.7,4.5,3.8,3.9
19072,4.0,4.7,4.6,4.1,3.7,4.2,5.5,3.8,4.1,3.4,3.6,3.3,4.2,4.5,4.7,3.5,4.0,4.6,4.0,4.2,3.4,4.9,3.7,3.8
19073,4.4,3.5,5.3,4.4,4.3,4.5,4.3,4.8,4.2,4.6,4.2,5.0,5.2,4.2,5.1,3.6,4.7,4.5,5.4,4.1,4.8,4.8,4.6,3.7
19074,3.3,4.0,3.3,3.2,3.8,3.9,3.8,3.3,4.4,4.2,4.1,3.1,4.0,4.0,4.2,3.8,4.1,4.1,4.7,4.3,3.1,3.8,3.3,3.9
19078,3.4,3.2,3.9,3.2,4.0,4.1,3.5,3.6,3.5,4.2,4.9,2.9,3.9,4.0,4.6,4.3,4.4,4.2,4.8,3.9,4.0,5.0,4.6,4.1
19079,6.3,4.4,4.7,5.4,4.7,4.3,5.5,4.0,4.1,4.4,4.5,3.5,5.1,5.2,4.3,5.0,4.9,5.3,5.5,5.1,3.5,4.2,5.3,6.0
19080,4.7,3.7,5.1,4.8,3.2,3.8,6.1,3.9,3.6,4.6,4.1,4.6,3.5,3.9,3.7,3.9,3.9,4.8,5.0,3.7,4.6,4.6,3.8,3.8
19083,3.2,4.2,3.7,2.9,3.7,4.6,3.4,3.2,4.2,4.3,4.5,3.3,4.5,3.3,4.2,3.8,4.2,4.2,3.7,4.2,5.0,3.9,3.4,3.0
19084,3.5,3.9,5.2,3.3,4.7,4.2,4.4,3.9,4.3,3.8,4.4,4.9,4.6,4.5,5.5,3.7,4.4,4.5,5.2,4.3,3.7,3.8,4.8,3.5
19085,4.2,4.1,4.8,4.8,4.2,3.7,4.4,4.1,4.2,4.8,4.4,4.6,4.9,4.8,5.7,3.4,3.9,4.5,5.3,4.7,3.6,4.9,4.4,4.4
19086,5.3,5.0,5.7,4.8,3.6,4.0,4.9,4.4,3.9,4.3,3.8,3.8,5.5,4.1,5.1,4.1,4.7,4.5,4.0,4.6,4.9,4.5,3.6,3.6
19087,3.8,3.7,3.8,4.4,3.3,4.2,3.2,4.0,4.0,4.8,3.6,4.7,3.3,4.0,4.0,4.0,4.5,4.3,3.9,4.9,3.8,4.7,3.5,4.1
19088,5.9,3.4,4.1,4.0,2.7,3.4,1.4,3.6,4.9,3.6,4.7,3.8,4.5,5.4,4.8,4.2,4.4,3.2,4.3,3.6,4.8,3.8,3.8,4.5
19090,5.0,4.6,5.7,4.0,3.7,3.5,2.2,4.0,3.7,4.4,4.7,2.6,4.0,4.6,4.8,4.2,3.8,4.9,4.7,4.1,4.1,4.9,3.3,4.8
19091,4.2,4.1,3.5,3.7,2.9,4.3,3.4,3.5,3.7,4.8,4.1,3.0,3.6,4.9,4.3,3.4,3.7,4.2,4.5,3.7,3.7,5.2,4.5,3.1
19092,5.1,3.9,3.3,4.2,4.7,4.7,6.2,4.1,4.8,3.8,4.0,3.5,4.8,4.1,4.6,4.2,4.8,4.9,4.4,6.0,4.7,4.2,4.1,3.9
19093,3.7,3.0,3.6,3.9,4.3,3.6,5.2,4.2,3.7,4.4,4.0,4.7,3.7,4.6,3.6,3.8,4.6,4.2,3.0,4.7,4.3,4.1,4.3,3.3
19094,4.3,3.7,5.3,4.5,3.9,5.0,2.6,3.5,3.9,4.5,4.0,3.0,4.6,5.1,6.5,3.7,5.1,5.1,6.0,5.8,5.2,4.4,5.0,4.3
19095,4.5,3.6,3.9,2.9,3.0,3.7,3.2,3.4,4.0,4.6,4.0,3.1,4.1,5.5,5.2,4.1,4.3,4.4,5.4,4.0,5.5,5.2,4.6,2.9
19096,2.5,3.3,3.4,4.7,3.9,4.4,4.3,3.9,4.2,4.0,3.4,3.8,4.1,4.0,3.5,4.6,3.3,3.9,4.2,3.2,4.1,4.3,3.1,3.5
19097,5.0,4.1,4.2,4.6,4.5,3.9,5.0,3.7,4.7,4.3,3.8,4.3,3.6,4.3,4.1,4.6,4.8,4.3,5.2,4.5,3.8,4.4,3.5,4.8
19098,3.0,3.5,5.2,3.2,3.5,4.4,4.6,3.9,4.3,3.9,4.0,2.6,3.9,4.1,4.6,4.1,4.3,4.6,5.5,3.8,3.8,5.1,4.1,3.2
19099,4.5,3.7,3.2,4.0,3.7,4.0,4.0,4.0,4.8,4.1,3.7,4.3,4.6,4.1,4.2,3.5,3.9,4.3,3.6,3.7,4.5,4.8,4.3,4.2
19100,4.9,4.4,4.5,4.5,4.4,4.9,3.5,4.2,4.4,4.3,4.3,4.0,5.3,5.0,5.2,4.2,4.6,4.9,5.7,4.4,5.2,4.7,4.9,4.1
19101,5.8,3.6,6.0,4.0,3.6,4.7,2.7,5.2,2.9,4.2,4.3,4.4,4.0,3.6,3.3,4.3,3.9,4.7,4.5,4.3,4.3,5.0,4.3,3.7
19102,2.6,4.2,3.6,4.6,4.2,4.1,5.5,4.1,3.7,4.0,4.2,4.9,4.3,3.6,3.6,4.3,3.5,3.7,3.8,5.1,4.2,3.2,3.8,3.6
19103,3.7,3.8,4.8,4.4,4.0,4.1,3.9,5.0,4.5,4.7,4.2,5.3,4.1,4.4,3.9,4.0,4.3,5.0,5.0,5.0,3.6,4.6,4.2,4.4
19104,4.2,4.1,3.6,3.4,4.7,4.5,5.6,4.1,3.8,4.5,4.9,5.0,4.1,4.9,4.6,4.8,4.6,4.3,5.0,5.0,3.8,4.5,4.7,3.5
19105,4.6,4.3,4.0,4.5,4.0,4.0,5.4,3.9,4.9,4.4,4.3,4.6,4.5,4.9,4.6,3.8,4.3,4.3,4.1,4.3,4.0,4.4,4.3,4.4
19106,3.6,4.6,3.8,3.3,4.0,4.2,5.2,3.8,3.7,4.3,4.2,4.0,4.0,3.8,3.9,4.1,4.2,4.3,4.4,4.3,4.2,4.3,4.3,3.8
19107,3.0,3.6,3.1,2.8,3.9,4.2,4.7,3.7,3.5,4.3,3.5,4.4,3.6,3.7,4.0,4.6,4.0,4.0,3.9,4.3,4.3,4.1,4.4,3.8
19108,2.7,4.0,4.4,4.5,3.2,4.1,4.3,4.6,4.2,4.4,4.1,4.8,3.4,3.7,4.6,3.6,3.8,4.3,5.1,3.5,4.0,5.1,4.5,4.2
19109,4.5,4.1,3.3,4.9,5.1,3.9,3.3,2.7,5.2,4.3,3.8,3.6,4.4,4.3,5.4,4.1,4.0,4.5,5.1,5.7,3.8,5.1,4.7,4.5
19110,4.6,3.9,3.8,3.8,4.4,4.6,3.7,3.2,4.8,4.5,4.1,2.4,4.7,5.3,5.6,4.4,5.1,4.6,5.1,3.4,4.1,3.7,4.7,3.4
19111,2.7,3.9,4.0,3.0,4.4,3.6,2.5,4.4,4.7,4.5,4.3,5.9,4.2,4.6,4.7,2.9,3.9,4.1,5.1,3.8,3.6,5.1,4.7,3.8
19112,4.6,4.2,4.9,4.6,4.1,4.3,4.8,4.1,4.2,4.6,4.9,4.8,4.0,4.9,5.1,4.3,4.8,5.1,5.2,5.0,4.5,4.7,4.9,5.0
19113,4.1,3.8,4.7,4.1,3.7,4.1,4.6,3.7,4.2,4.2,3.8,3.5,3.4,3.4,4.4,4.4,4.1,4.7,4.1,3.6,4.3,5.1,4.3,3.5
19114,3.8,4.3,4.5,4.2,4.0,4.4,4.3,5.0,4.7,3.9,4.1,4.3,4.2,5.3,3.7,4.3,5.3,4.8,5.0,4.6,3.8,4.5,4.5,4.6
19115,3.5,4.0,2.7,4.1,3.3,3.9,4.4,3.9,4.1,4.0,3.9,3.7,3.1,3.4,3.3,3.9,4.1,3.4,3.7,3.3,3.7,4.7,3.6,4.3
19116,2.5,2.9,2.8,3.8,3.3,4.2,5.5,3.5,4.1,4.3,4.3,4.9,3.6,3.7,4.0,4.3,4.6,4.0,4.5,3.8,3.9,4.1,4.0,3.8
19117,3.9,3.8,3.3,5.1,4.3,4.2,5.9,4.6,5.6,4.6,5.3,4.3,5.1,4.8,5.4,4.6,4.9,5.1,5.3,6.2,3.8,4.7,5.2,5.2
19118,3.3,3.7,4.2,3.1,3.7,4.2,4.5,4.1,4.7,5.5,4.9,5.4,5.1,5.6,5.5,4.5,5.0,4.3,5.5,4.6,3.5,5.0,4.7,3.5
19119,4.7,3.9,3.1,4.7,3.6,4.7,4.5,4.4,4.6,4.4,3.6,2.9,4.9,4.1,4.7,4.0,4.5,4.4,5.2,4.6,4.3,3.8,2.2,3.4
19120,4.3,4.4,3.5,3.0,4.2,4.2,5.3,4.0,3.6,3.5,4.9,3.3,4.3,4.6,4.9,4.3,4.7,4.5,4.8,5.6,3.9,4.9,4.8,3.8
19121,3.1,4.0,4.2,3.9,3.9,3.9,4.3,4.1,4.1,4.0,4.2,4.5,4.1,4.3,4.5,3.5,4.8,4.1,4.2,4.6,4.7,4.5,4.8,4.3
19122,3.3,3.6,4.2,3.7,3.7,3.8,3.6,4.5,4.0,4.6,4.6,2.4,4.2,3.6,5.4,3.4,4.3,4.5,5.2,4.1,4.9,4.8,5.1,4.7
19123,3.3,3.8,3.6,2.8,3.6,4.5,3.4,4.5,4.2,4.2,4.1,3.8,3.6,4.0,4.2,4.2,5.1,4.8,4.3,3.8,4.5,4.6,4.7,4.4
19124,4.5,4.3,4.0,4.6,4.8,4.6,4.6,4.0,4.2,4.3,3.9,4.6,3.6,4.5,4.5,4.7,4.3,4.5,4.2,5.0,4.0,4.3,4.6,4.1
19125,2.9,3.6,2.8,2.7,4.1,4.1,5.4,4.3,3.2,4.7,4.4,3.4,4.6,3.8,4.9,4.3,4.0,4.6,6.2,3.5,4.4,4.4,3.9,6.1
19126,3.3,3.9,2.8,4.0,3.2,4.6,2.4,4.8,3.8,4.2,4.0,3.7,4.1,4.7,5.0,4.2,4.0,4.0,5.1,3.7,4.7,4.2,4.5,4.8
19127,4.6,3.8,3.9,4.6,4.6,4.0,5.5,4.3,4.3,4.2,3.8,4.6,3.7,3.9,4.1,4.6,4.3,4.4,3.9,4.8,4.1,3.9,4.6,4.3
19128,3.9,4.3,4.8,4.4,4.0,4.5,4.2,3.7,4.3,4.2,3.6,4.7,4.6,4.8,5.0,3.9,4.2,4.9,5.6,4.4,4.0,4.1,4.1,3.9
19129,5.6,4.1,4.1,2.6,4.2,4.8,5.3,4.2,4.7,4.5,4.3,4.2,4.9,4.6,5.7,4.5,4.9,4.7,4.3,5.3,4.4,4.0,4.4,2.9
19130,1.2,2.8,3.1,3.8,4.4,4.1,4.9,4.0,4.6,4.5,4.4,4.6,3.6,4.5,4.7,3.6,4.3,4.2,4.8,3.8,4.0,5.1,3.7,4.4
19131,2.0,2.6,3.2,5.3,3.0,3.8,4.6,3.3,4.5,4.0,3.5,4.4,3.8,3.4,5.3,3.9,3.7,5.0,4.3,3.6,4.3,4.3,5.1,3.6
19132,4.0,4.8,4.4,5.3,3.3,4.8,4.2,4.0,4.2,4.4,3.9,5.2,4.8,3.9,4.6,5.2,4.8,5.0,4.6,5.2,4.6,4.4,4.5,4.2
19133,3.6,3.5,5.2,3.3,3.4,3.9,3.9,2.6,3.6,4.0,4.1,2.7,3.9,3.5,4.6,3.3,3.8,4.1,3.8,3.5,3.8,4.0,2.9,2.8
19134,4.1,4.9,3.8,4.9,3.7,3.6,4.2,3.6,3.6,3.7,3.8,4.6,4.0,4.7,5.6,3.8,5.3,4.7,4.7,4.6,4.3,4.0,4.5,3.0
19135,4.1,3.2,5.5,4.0,3.8,4.1,2.8,3.5,3.9,4.2,4.1,4.1,4.5,5.3,5.4,4.0,4.2,4.3,5.7,4.5,6.0,3.7,4.5,3.9
19136,4.2,4.3,3.2,1.8,3.3,4.2,6.3,3.4,3.9,3.4,4.7,2.7,4.2,4.4,2.8,4.6,4.4,3.7,4.1,4.6,4.4,4.9,3.2,3.5
19137,5.4,4.2,4.2,4.8,3.7,4.4,5.2,4.1,3.7,3.7,4.0,4.7,4.8,4.2,4.0,4.5,3.9,4.2,3.9,3.9,4.9,3.8,3.8,3.7
19138,4.2,3.2,4.6,4.3,4.2,4.5,4.5,3.5,4.1,4.6,4.1,4.9,4.6,4.4,4.6,4.2,4.3,4.8,4.7,4.6,3.6,4.3,4.5,4.5
19139,3.3,3.8,3.7,3.6,4.1,5.0,4.3,4.2,4.5,5.1,4.2,5.6,3.3,4.1,4.0,4.7,5.0,4.0,3.5,6.0,3.9,3.8,4.8,4.2
19140,2.8,2.8,4.1,3.0,3.5,3.7,5.4,4.1,3.9,4.2,3.7,3.6,3.5,4.5,3.7,4.0,4.5,4.3,3.0,3.8,4.0,3.8,3.6,3.4
19141,3.4,3.6,4.8,5.5,4.3,3.9,5.3,3.4,4.1,3.6,4.0,4.9,4.0,3.7,4.3,4.3,4.1,4.3,4.6,4.8,4.6,4.5,4.5,4.5
19143,4.9,3.5,4.0,4.7,4.3,4.2,5.2,4.4,5.2,4.1,4.5,3.6,5.7,5.5,5.1,4.3,4.6,5.5,4.0,5.4,4.4,4.2,3.8,3.0
19144,3.8,3.4,3.7,4.3,3.8,4.4,5.2,3.9,3.4,4.1,3.5,4.5,3.5,3.6,4.4,4.0,4.6,4.6,3.4,4.2,4.5,4.9,4.4,3.7
19147,3.8,4.3,3.5,4.8,4.6,4.2,6.5,5.5,4.5,4.9,4.6,4.4,4.3,4.6,4.4,4.5,4.6,5.3,5.2,6.0,4.5,4.2,4.8,4.3
19148,4.1,3.4,3.2,3.5,4.1,4.1,3.4,3.4,4.1,3.5,3.5,3.4,4.6,4.4,5.2,3.6,4.4,3.5,4.2,3.1,4.3,4.5,4.2,3.9
19149,3.9,3.6,4.0,3.4,4.0,3.8,4.6,3.4,3.7,4.3,4.2,4.4,3.9,4.1,3.9,4.1,4.1,3.8,4.2,4.0,4.0,4.8,4.4,3.6
19150,5.4,3.6,5.4,5.0,3.9,4.2,5.8,3.7,4.1,4.4,4.4,4.2,4.8,4.4,5.3,4.6,4.8,4.4,5.0,6.1,4.3,4.3,3.8,4.1
19154,4.3,3.9,3.9,4.3,3.3,3.6,4.0,4.4,4.0,4.1,4.2,3.6,4.1,4.3,3.8,3.8,4.0,4.1,4.9,3.9,4.3,3.8,3.7,3.6
19155,2.3,3.7,3.1,3.3,3.3,4.2,4.1,4.4,3.8,4.1,4.3,5.1,3.4,3.8,4.2,4.3,3.8,3.6,4.1,3.1,3.9,4.7,4.7,3.5
19158,4.5,4.1,3.4,3.6,5.7,3.8,4.9,4.2,3.8,4.6,4.6,3.2,4.5,5.1,4.0,3.7,3.7,4.4,5.0,5.1,4.6,4.0,4.0,4.5
19159,4.0,3.7,3.6,3.9,3.8,4.1,6.5,4.0,3.9,4.2,4.1,3.9,3.5,3.7,5.7,3.7,4.9,3.9,4.9,5.1,4.3,4.6,4.8,4.6
19160,4.8,4.2,3.1,4.4,4.3,4.1,4.9,4.1,4.3,4.3,4.7,4.1,4.0,4.4,4.4,4.6,4.3,4.4,4.3,3.9,4.4,4.5,4.8,3.8
19163,4.7,3.1,3.5,3.3,4.0,4.5,5.4,3.1,4.3,5.1,3.9,3.2,4.1,4.6,5.2,3.9,4.9,4.4,4.7,5.3,4.1,4.6,3.9,4.5
19164,3.6,4.4,4.5,4.1,4.0,4.2,5.0,3.9,4.3,4.5,4.3,4.1,3.9,4.1,4.7,3.8,4.5,4.0,4.1,4.1,4.4,4.8,4.2,3.9
19165,3.6,3.6,3.8,3.7,4.4,4.1,5.8,3.7,3.7,4.4,4.3,3.8,4.8,4.3,4.5,4.3,4.8,4.6,4.4,4.9,4.7,4.3,3.9,4.1
19169,4.2,3.7,4.1,4.1,4.5,4.2,4.7,4.2,4.5,3.8,4.2,4.8,4.1,3.9,4.5,3.9,3.4,4.1,4.7,3.9,4.0,4.0,4.8,3.9
19170,4.3,4.0,3.6,3.7,4.2,4.1,4.4,3.8,4.0,3.9,4.7,3.8,3.9,4.5,4.3,3.8,4.3,4.0,4.3,3.9,4.6,4.1,3.8,4.0
19171,2.1,3.9,2.7,3.4,3.8,4.1,4.0,4.0,3.7,4.0,3.9,3.4,4.1,4.5,4.1,4.1,4.4,3.9,5.0,3.7,4.6,4.4,3.8,3.1
19284,3.6,3.4,3.8,3.3,3.8,3.8,4.5,3.4,4.4,4.1,4.4,3.1,4.8,4.4,5.2,3.8,4.3,4.5,4.2,5.6,4.3,4.3,3.3,3.9
19285,4.8,4.2,4.2,4.4,4.6,4.9,4.9,3.9,3.6,4.0,4.2,5.1,4.5,4.6,5.5,3.9,4.2,5.2,4.9,5.1,4.4,5.0,4.3,4.2
19286,4.0,3.7,5.1,3.8,4.0,4.0,4.7,3.9,4.3,4.5,4.5,3.5,4.5,4.3,4.9,4.2,4.9,4.1,5.1,4.5,3.6,4.2,4.3,3.5
19287,2.1,3.9,2.9,3.8,3.8,3.9,3.8,2.9,4.9,3.7,4.2,3.6,4.1,4.5,3.8,3.9,5.2,4.0,5.5,3.2,4.3,4.0,3.9,4.5
19288,4.7,3.9,4.7,3.7,4.0,4.2,4.1,3.7,4.3,3.8,4.2,3.2,4.0,4.3,3.8,3.5,4.2,4.6,4.7,4.3,3.9,4.4,3.9,4.3
19385,4.0,3.7,4.1,3.9,3.5,4.8,2.2,3.8,4.1,4.7,3.6,3.6,4.2,4.5,4.7,4.5,4.1,4.2,5.1,4.0,4.0,4.5,4.7,3.8
19386,3.2,2.7,4.2,3.2,2.5,3.9,2.5,3.6,4.5,4.1,3.7,3.9,3.6,4.6,4.5,3.8,3.6,3.7,5.5,3.6,4.0,4.6,4.6,4.2
19387,2.4,3.1,2.7,4.1,3.1,4.3,3.3,3.4,4.1,3.9,3.8,3.3,4.2,4.2,4.1,3.4,3.9,4.1,4.9,3.4,4.3,4.3,4.4,3.7
19388,5.6,4.0,5.0,3.3,4.2,4.2,1.5,3.9,5.1,4.3,4.0,4.6,4.6,5.9,5.8,3.4,5.2,5.7,5.7,4.3,5.2,4.8,4.9,4.4
19393,4.3,3.8,3.3,3.3,3.1,3.9,5.1,3.4,3.5,4.0,3.6,3.5,3.8,3.6,5.1,4.4,4.8,3.8,4.4,4.2,3.6,4.6,4.5,4.7
19416,3.5,4.0,3.9,1.7,2.8,4.4,4.8,5.2,3.9,4.2,4.1,2.7,4.2,4.0,2.8,3.5,4.2,4.3,3.8,4.2,5.1,4.1,4.0,3.1
19417,3.7,4.1,3.4,3.2,4.0,4.4,4.3,5.1,3.9,4.0,4.2,3.1,3.9,3.9,3.5,4.1,4.4,4.7,5.1,4.3,4.7,4.9,4.5,4.5
19418,4.7,3.6,4.7,4.1,2.8,3.9,2.0,3.5,4.7,4.1,4.0,3.6,4.8,5.4,5.0,3.0,4.0,4.4,3.7,3.3,5.0,3.8,4.9,4.8
19419,3.1,4.3,3.6,3.5,3.1,4.5,4.7,3.6,4.5,4.9,3.8,4.6,3.4,3.9,4.5,4.2,4.3,4.0,4.1,4.3,4.8,4.9,4.1,4.5
19420,4.4,4.1,4.4,3.7,3.9,4.5,2.9,4.2,4.3,4.3,4.5,5.1,4.9,4.4,5.1,3.8,3.6,4.3,5.5,5.3,4.1,5.2,4.2,5.6
19421,4.3,4.6,4.3,3.8,3.6,3.8,1.9,4.6,4.3,4.3,4.9,5.4,5.0,4.6,4.3,4.0,4.9,4.9,5.4,4.7,4.0,4.9,5.0,4.6
19422,5.5,4.6,4.7,5.5,4.6,4.4,5.5,4.0,4.0,3.9,3.8,5.5,5.3,5.0,6.1,4.1,5.4,4.4,5.7,5.6,4.2,4.6,3.9,4.1
19423,3.9,3.9,4.4,4.5,3.9,4.3,4.8,4.1,3.8,4.2,3.7,4.9,4.3,4.2,4.7,3.8,4.5,4.5,4.9,5.2,4.1,3.8,4.4,4.0
19450,3.2,3.9,3.7,3.5,4.1,4.2,3.8,3.9,4.5,4.1,3.9,3.6,4.5,4.1,4.4,3.9,3.9,4.2,3.5,4.2,3.7,4.3,4.0,3.6
19451,4.0,4.2,4.1,4.6,4.1,4.2,4.2,3.9,4.5,4.4,4.2,4.8,4.1,5.1,4.8,4.4,4.7,4.5,4.3,4.3,4.2,4.3,3.9,3.8
19499,4.5,5.2,5.2,3.3,4.4,3.4,4.4,3.8,4.1,4.2,4.5,3.9,3.5,4.9,4.9,4.1,4.4,4.3,5.8,5.3,3.9,4.5,4.1,3.1
19500,3.3,3.2,4.2,4.0,4.5,4.6,4.4,3.8,3.9,4.3,3.6,4.0,4.1,3.6,4.0,4.1,4.3,4.1,4.3,3.7,4.3,4.2,4.3,3.4
19501,4.2,4.4,5.3,5.2,4.5,4.9,4.2,4.3,3.1,4.5,4.2,5.3,5.1,5.2,5.3,4.3,4.3,4.1,5.5,4.5,3.8,4.4,4.3,4.4
19502,3.7,4.0,4.0,3.8,4.0,4.2,5.0,3.7,3.9,3.7,4.2,2.8,4.3,4.5,4.8,4.2,4.1,4.3,5.4,4.1,3.6,4.4,4.5,4.1
19503,3.8,4.0,3.3,3.5,3.6,4.4,5.7,3.6,4.0,3.8,4.6,3.3,4.2,4.1,4.8,4.5,4.1,4.7,3.8,4.4,3.4,3.8,3.7,4.5
19504,3.6,3.7,3.6,3.7,3.6,3.7,2.0,3.8,4.3,4.4,4.0,4.1,3.5,4.4,5.1,4.1,3.9,3.9,5.7,3.5,4.8,4.2,4.4,4.5
19506,2.7,4.1,3.9,3.8,3.3,4.5,3.0,4.3,3.9,4.3,4.2,5.0,4.0,4.1,4.8,4.0,4.3,4.2,5.4,3.5,4.8,4.6,4.2,3.9
19507,4.2,3.7,4.3,4.4,3.8,4.1,4.3,4.2,4.8,4.5,5.1,4.5,4.4,4.9,4.6,4.3,4.4,4.9,5.4,4.2,4.3,4.8,4.4,4.4
19508,4.2,4.4,3.9,3.8,4.5,4.6,3.5,3.4,3.9,4.4,3.9,3.8,4.0,3.9,3.9,3.9,4.2,4.0,4.8,5.2,4.0,4.3,4.4,4.0
19510,4.6,3.5,3.2,3.3,4.6,3.9,4.9,3.0,3.4,4.5,3.7,2.8,3.3,4.5,4.9,4.0,3.5,3.2,4.7,5.7,4.1,4.5,4.7,4.6
19511,2.9,2.6,4.0,3.6,4.7,3.8,5.4,3.9,4.2,4.5,4.4,3.8,4.5,3.7,3.8,3.7,4.2,4.3,3.6,4.4,4.2,4.1,4.1,3.5
19512,3.4,3.8,4.5,3.7,3.0,3.6,2.8,3.6,4.4,4.0,4.0,4.5,3.8,3.9,2.6,4.5,4.5,4.3,5.0,3.4,4.0,4.9,3.2,3.7
19513,3.3,3.2,3.3,2.8,4.4,4.3,4.8,4.2,4.5,3.9,4.4,3.9,4.6,3.1,3.7,4.4,5.7,3.8,4.5,4.0,3.2,4.2,5.5,3.6
19514,3.0,4.6,3.2,3.0,3.5,4.6,4.6,3.5,3.4,4.4,3.9,3.8,4.1,4.6,3.7,3.5,3.8,4.3,5.1,4.7,4.4,4.4,4.0,4.5
19515,5.6,4.3,4.8,3.9,3.8,4.1,5.1,3.6,4.0,4.2,4.1,3.8,4.8,5.3,5.2,4.2,4.3,5.4,4.9,4.9,4.7,4.6,4.3,4.5
19516,4.5,3.6,4.4,4.7,3.9,4.0,5.6,3.9,4.0,4.1,4.1,3.7,3.4,4.2,3.9,3.3,4.4,4.3,4.8,4.3,3.7,3.7,3.2,4.0
19517,2.6,3.5,4.3,3.6,3.6,3.9,3.7,4.0,3.8,3.3,4.2,3.3,4.5,4.5,4.5,4.2,4.0,3.9,3.3,4.5,4.3,4.2,4.5,3.9
19518,3.1,3.9,3.9,3.7,2.8,4.0,3.6,3.4,4.5,4.4,4.1,4.4,3.9,4.3,4.8,4.3,4.9,4.3,5.1,3.4,3.8,4.3,4.1,4.3
19519,4.7,4.8,4.0,3.7,4.4,4.2,5.0,2.9,4.2,4.2,4.6,3.6,4.2,4.3,5.1,3.8,4.6,3.9,4.5,4.7,4.6,5.0,4.4,3.6
19520,3.8,3.9,4.2,4.3,4.3,4.1,4.6,3.7,4.0,4.3,4.1,4.5,4.4,4.1,4.3,4.0,4.8,4.2,4.5,4.2,4.0,4.3,3.7,3.7
19521,4.6,4.3,4.5,4.4,4.2,4.2,5.5,3.8,4.0,4.0,4.5,2.9,4.4,3.4,4.7,4.7,4.5,5.2,6.3,4.7,4.1,4.3,4.4,4.3
19522,2.4,3.3,2.6,3.3,3.8,3.8,3.1,3.9,4.3,4.1,3.6,5.0,3.0,3.5,3.4,3.8,4.2,4.0,4.5,3.5,4.2,3.7,4.8,3.9
19523,3.4,3.9,4.9,3.5,4.0,5.0,3.7,4.8,4.5,4.8,4.7,3.6,4.3,4.5,4.8,4.1,4.4,4.9,4.9,4.9,4.8,4.8,4.5,3.8
19524,3.3,4.3,3.8,3.0,3.2,3.7,3.2,3.6,4.1,4.5,3.8,4.5,3.5,3.8,4.2,4.1,4.8,4.3,5.3,3.3,3.8,4.2,4.3,3.6
19525,5.9,3.8,4.5,5.0,4.0,4.3,5.5,3.2,4.3,4.4,4.1,5.3,3.5,4.0,4.1,4.1,3.9,4.4,4.8,5.3,3.8,4.9,3.9,3.8
19526,3.8,4.2,3.7,4.6,3.9,4.1,3.9,4.5,4.3,5.0,3.9,4.6,4.2,4.7,4.5,4.0,4.1,4.4,4.7,4.7,3.6,4.6,4.1,3.9
