,Fear,Depe,Expr,Gent,Prud,Crea,Sent,Gree,Live,Flex,Soci,Sinc,Anxi,Pati,Perf,Fair,Inqu,SocB,Mode,AesA,Forg,Unco,Orga,Dili
11115,4.6,4.1,3.4,3.8,4.1,4.0,4.2,3.9,4.9,3.6,4.2,3.9,4.3,3.8,3.8,3.4,4.0,4.1,5.7,4.0,4.2,4.3,3.2,4.2
11116,4.4,4.8,5.5,4.1,4.5,4.0,4.3,3.8,4.6,4.7,4.3,4.4,4.0,4.0,4.6,3.6,4.8,4.2,4.3,4.8,3.6,4.6,4.5,4.4
11117,3.7,3.8,4.5,5.0,4.3,4.0,3.9,3.8,3.1,3.4,4.0,5.7,4.1,3.6,5.0,3.5,4.0,3.7,4.8,4.3,3.8,3.2,4.9,4.3
11118,3.8,4.6,4.0,4.1,4.9,4.2,5.1,4.7,4.0,4.5,4.7,5.3,3.9,3.5,4.9,4.1,4.7,4.8,5.0,5.6,2.8,3.7,4.4,4.2
11119,3.2,4.4,2.5,3.8,4.3,4.2,3.9,4.5,4.4,4.4,3.9,4.7,4.1,3.4,3.1,4.6,4.2,3.9,3.9,4.6,4.0,4.2,4.6,4.2
11120,2.9,3.8,2.6,3.2,3.9,5.1,3.3,4.4,4.8,3.9,3.7,4.2,3.8,3.9,4.3,4.1,4.4,3.9,4.1,4.8,4.0,4.1,4.2,3.6
11121,2.2,3.9,3.5,3.6,3.6,4.0,4.4,4.0,3.6,4.2,3.9,4.9,2.8,4.4,4.2,3.4,3.7,3.8,4.4,3.1,4.0,4.5,4.4,3.3
11122,5.5,4.8,4.4,4.7,4.4,4.5,4.8,4.4,4.0,4.1,4.5,3.9,4.3,3.5,4.3,3.8,4.3,4.6,4.5,4.1,5.3,3.8,3.8,3.8
11124,5.8,4.5,5.7,4.6,5.0,4.9,4.8,5.3,5.6,5.5,5.2,5.2,4.4,5.2,6.4,4.0,6.1,5.9,5.8,5.4,3.8,5.0,4.5,4.4
11125,5.2,4.3,4.5,3.2,4.1,4.6,4.8,3.9,4.6,4.4,4.1,3.4,4.2,4.5,4.5,4.2,4.9,5.2,5.4,4.2,4.1,4.5,4.9,4.4
11127,4.4,4.5,4.3,4.6,3.9,4.1,4.7,3.0,3.5,3.7,4.2,3.1,3.8,4.5,5.0,3.6,4.9,4.8,5.0,3.8,4.1,4.4,3.4,3.6
11129,2.8,3.7,4.5,3.7,4.1,3.5,3.8,3.8,4.0,4.4,4.0,4.1,3.9,4.4,5.1,3.8,4.6,4.5,4.9,4.4,4.7,4.7,4.5,4.4
11130,4.2,5.1,4.4,4.8,4.1,4.6,3.1,4.2,4.9,5.0,4.8,5.3,4.3,4.7,3.9,3.6,4.8,4.9,4.5,3.9,3.6,5.1,4.3,4.1
11131,4.0,3.5,3.7,4.1,3.9,4.2,2.5,4.3,5.3,4.1,4.1,5.0,4.6,4.7,4.6,3.1,4.4,4.9,6.0,4.4,3.5,3.8,3.9,4.2
11132,3.0,3.8,4.0,4.3,3.5,4.0,4.2,4.0,3.6,4.2,3.5,4.0,3.7,3.7,3.9,3.7,4.5,4.5,5.0,3.9,4.0,4.4,3.6,3.5
11133,4.0,3.6,3.7,3.5,3.5,4.0,5.4,4.1,3.9,4.2,4.1,4.3,4.2,4.2,3.7,3.9,4.2,4.0,5.0,3.8,3.4,4.3,4.5,3.8
11134,2.6,4.0,3.5,3.5,4.2,4.3,6.1,4.2,5.3,4.9,4.3,5.2,4.1,4.6,4.5,4.9,5.2,5.1,5.1,4.8,3.8,3.9,4.3,3.8
11135,3.6,4.2,3.9,4.0,4.8,5.3,4.3,4.7,4.5,5.4,4.1,5.3,4.1,4.7,5.3,5.1,5.3,5.0,5.0,5.0,4.1,4.9,4.8,4.4
11136,4.0,4.2,4.7,4.4,3.7,3.9,4.8,4.1,4.1,4.7,4.2,3.5,4.0,4.2,4.6,4.0,4.1,4.0,4.5,4.3,4.2,4.0,4.0,4.1
11137,3.4,3.6,2.8,2.5,4.2,4.3,3.4,4.4,4.8,4.9,4.1,4.8,4.5,4.8,3.8,4.2,4.2,4.3,5.1,4.4,4.4,4.7,4.6,3.8
11138,3.6,3.9,4.5,4.3,4.2,4.5,4.4,4.4,4.7,4.6,4.3,5.1,5.0,4.9,5.2,4.5,4.1,5.3,4.3,5.0,4.8,4.1,5.8,3.8
11139,3.9,4.1,4.3,4.0,4.7,4.7,5.1,3.2,3.9,4.3,3.7,3.8,3.7,4.7,4.8,4.2,5.5,4.9,4.9,5.6,3.9,4.5,4.5,3.7
11140,3.2,4.0,3.5,3.2,3.7,4.3,2.8,3.2,4.7,4.3,4.3,3.7,3.8,4.7,3.8,4.2,4.1,4.8,3.8,4.2,3.9,3.8,3.6,3.5
11141,3.4,3.9,3.3,3.9,3.2,4.1,4.2,4.3,3.8,4.4,3.8,4.8,3.9,4.3,3.7,4.3,3.7,4.1,3.9,3.1,4.4,4.7,4.6,4.7
11142,4.3,4.1,4.7,4.6,3.7,3.8,4.9,3.7,3.8,4.2,3.7,4.9,3.7,4.5,3.7,3.9,4.5,4.2,4.9,4.7,4.2,4.6,4.0,3.7
11143,3.4,3.8,4.2,3.6,3.7,4.3,4.2,3.8,4.0,3.8,4.3,4.8,4.3,4.9,4.4,3.6,4.6,4.5,4.9,3.8,4.8,4.6,4.2,4.5
11144,2.6,3.9,3.7,3.6,3.5,4.3,3.5,3.9,3.2,4.3,4.0,3.9,3.6,3.7,4.5,3.8,4.4,4.0,5.5,3.7,3.8,3.9,4.4,3.6
11145,4.1,3.8,3.9,3.4,3.4,4.3,4.9,4.2,3.8,4.0,3.8,5.0,3.2,3.9,4.5,4.0,4.0,3.9,3.9,3.8,4.2,4.3,4.4,3.5
11146,3.4,4.2,3.7,3.5,4.3,4.1,5.6,3.7,4.0,4.2,4.8,4.7,3.7,3.6,4.5,4.0,4.2,4.2,4.8,5.2,4.1,4.3,4.0,3.8
11147,3.4,3.2,3.7,3.7,4.8,4.3,4.5,4.9,4.8,4.7,4.1,3.7,5.0,4.8,5.1,4.1,4.0,5.0,5.1,5.1,4.2,4.5,4.3,4.9
11148,4.5,3.0,3.7,3.7,4.0,3.8,5.1,4.0,4.6,4.0,4.0,4.9,5.0,3.2,4.5,4.6,4.3,4.0,5.3,5.1,4.7,4.6,4.5,3.7
11149,4.6,4.4,4.3,4.6,3.7,4.4,5.2,3.6,3.9,4.2,3.7,3.0,4.9,3.5,4.4,4.2,3.9,4.5,4.8,4.9,3.6,3.3,3.6,5.3
11150,4.6,3.6,4.7,4.9,4.1,3.9,5.8,3.9,4.9,4.6,4.6,4.8,3.8,4.5,4.2,4.7,4.3,4.5,4.7,4.6,4.5,4.3,4.9,4.4
11151,2.9,3.4,5.0,3.9,4.4,4.1,1.3,4.3,3.7,3.6,4.1,4.3,4.9,5.4,6.5,4.1,3.9,4.7,5.5,6.1,3.9,4.6,4.4,3.8
11152,4.6,4.8,3.5,4.4,3.7,3.8,5.0,3.2,3.0,4.0,4.1,4.3,4.5,4.8,5.0,4.2,4.3,5.2,3.1,5.2,3.8,4.3,4.7,3.6
11153,5.3,4.0,3.6,3.2,4.5,4.3,6.3,4.7,4.4,3.8,4.2,4.9,3.5,3.9,4.0,4.9,3.4,4.6,3.1,3.7,3.2,3.2,4.4,3.7
11154,2.6,3.4,3.5,3.6,3.3,4.5,5.9,3.8,3.7,3.8,4.0,4.6,3.6,4.0,5.3,4.3,4.3,4.0,4.4,3.1,3.5,4.3,3.2,3.5
11155,4.4,4.0,3.8,3.9,3.3,3.9,4.1,3.4,3.4,3.8,4.1,3.7,3.4,3.6,4.2,4.0,4.6,4.3,5.8,4.7,4.4,4.7,4.5,4.3
11156,2.5,4.1,3.7,3.9,4.2,4.0,4.7,3.9,4.5,4.0,5.1,3.6,4.4,3.8,5.1,4.1,4.9,5.1,5.1,4.3,3.3,4.3,3.6,4.0
11157,4.2,4.4,4.5,3.1,4.0,3.9,3.6,4.3,4.2,4.5,4.5,4.8,5.4,4.9,4.9,3.6,4.7,4.9,5.8,4.5,4.3,5.0,4.8,4.6
11158,4.5,2.8,4.1,3.8,4.0,3.9,5.2,3.4,3.5,4.0,3.9,5.3,4.0,4.3,4.3,4.0,4.8,3.8,5.5,4.4,4.1,4.4,5.0,4.0
11159,4.9,4.1,5.6,3.8,5.1,4.8,5.1,4.9,4.2,4.3,3.5,5.0,3.0,4.8,5.0,3.0,3.7,3.9,4.2,4.2,3.5,4.7,3.7,4.0
11160,3.1,3.9,2.6,4.0,3.9,4.7,6.6,4.0,4.6,3.8,3.6,4.0,3.3,2.4,5.1,4.2,4.7,3.7,2.7,5.7,4.0,3.1,3.1,5.7
11161,2.0,3.5,3.3,3.2,3.5,4.0,3.6,4.2,3.5,4.7,3.5,4.3,3.5,3.6,2.8,4.0,4.9,4.0,4.1,5.2,4.2,4.9,4.4,3.2
11162,3.2,3.9,3.3,5.2,2.7,4.1,3.7,3.6,4.3,4.5,3.3,4.0,4.6,5.5,4.8,3.5,4.6,4.6,5.5,3.4,3.5,4.1,4.7,2.6
11163,2.9,4.5,3.6,3.9,4.4,4.1,4.8,5.1,4.8,5.3,4.3,5.4,4.7,4.5,4.7,4.4,4.1,5.5,5.3,3.8,5.0,4.5,5.1,4.2
11164,2.8,4.5,4.5,3.5,3.9,4.2,3.4,4.4,3.4,4.1,4.6,3.5,3.8,4.9,4.9,4.2,3.7,3.8,5.9,4.4,5.3,4.8,4.8,4.1
11165,2.8,3.8,2.4,2.5,3.4,3.1,2.5,2.9,3.6,4.4,4.1,3.4,3.2,3.9,3.3,3.4,3.6,4.4,4.6,2.8,4.0,4.1,4.7,3.4
11166,4.0,3.7,4.6,4.0,3.0,3.5,4.1,4.0,3.7,3.9,4.0,5.8,4.4,4.4,4.4,3.9,3.9,4.0,4.9,4.0,3.9,3.8,4.7,3.9
11167,3.1,4.3,4.1,4.6,3.9,5.1,3.1,4.2,4.1,5.4,3.8,3.2,5.5,4.6,5.1,4.8,5.0,5.1,5.4,3.7,3.8,4.8,4.0,4.7
11168,2.1,4.4,3.6,3.6,3.8,4.2,5.3,3.7,3.7,4.6,4.4,5.1,2.9,3.0,3.2,3.8,4.7,4.7,5.6,6.0,4.5,3.9,4.0,3.9
11169,3.1,4.0,4.0,3.5,4.0,3.6,3.8,3.1,4.2,4.1,3.9,4.1,3.9,4.6,4.4,4.0,4.1,3.8,5.3,3.7,3.9,4.6,5.0,4.3
11170,2.7,3.2,3.3,3.8,3.9,3.7,4.1,4.3,3.9,4.5,4.0,4.0,5.2,3.9,4.3,4.1,4.0,3.9,3.6,4.5,4.2,4.7,4.2,3.4
11171,4.1,4.0,3.9,3.9,4.5,4.2,3.8,4.7,4.0,4.1,4.4,4.5,4.1,4.4,3.4,3.8,4.3,4.6,4.2,4.0,4.6,4.1,4.6,3.6
11172,4.6,4.6,4.9,4.2,4.1,4.6,4.5,3.8,3.7,3.4,4.1,4.6,4.8,3.9,4.6,3.9,4.1,4.2,4.2,5.2,3.5,4.4,4.9,4.0
11173,3.8,3.5,3.8,3.2,3.9,4.1,3.8,4.3,4.0,4.8,4.4,3.5,4.7,4.2,4.7,3.8,4.5,4.3,4.8,4.8,4.0,4.5,4.1,4.4
11175,3.0,3.7,3.1,3.3,3.5,3.6,2.0,3.5,4.2,4.8,4.0,4.1,3.9,3.7,3.8,3.9,2.9,4.2,4.5,3.4,3.9,3.8,3.6,3.8
11176,1.5,3.5,3.1,2.8,2.7,4.2,4.2,4.0,4.3,4.8,3.7,4.7,3.4,3.7,3.2,3.8,4.6,3.9,4.5,3.4,3.9,3.9,4.3,3.4
11177,4.6,4.2,5.6,3.5,4.2,4.8,3.0,4.2,4.8,5.3,4.6,5.2,4.9,5.5,5.7,3.7,4.1,4.7,4.3,4.4,5.5,4.9,4.9,4.5
11178,4.4,3.6,4.5,3.9,4.3,4.4,5.0,4.0,5.2,4.9,5.1,4.2,4.7,4.7,5.2,3.7,4.5,4.4,5.4,5.2,3.9,4.4,5.6,5.0
11179,2.6,3.9,2.2,3.4,3.6,3.6,3.0,3.5,3.9,3.9,3.1,5.4,2.8,3.4,2.4,4.0,4.9,4.1,4.0,4.9,3.7,5.0,3.8,3.2
11180,4.8,4.5,4.2,3.5,4.5,4.0,5.5,3.2,4.2,4.0,4.1,2.9,4.2,4.8,4.4,4.5,4.0,4.9,5.1,4.5,4.1,4.9,4.2,3.7
11182,2.6,3.9,4.4,4.5,3.9,4.7,5.0,4.2,3.3,4.2,4.0,4.3,4.5,4.9,4.9,4.7,4.3,4.1,5.3,4.4,5.1,4.4,4.3,4.5
11183,2.2,3.8,2.6,2.2,2.6,3.5,4.3,3.8,2.6,4.3,3.3,5.1,2.8,4.5,3.3,3.7,3.3,3.9,4.6,3.6,3.6,4.0,4.2,3.2
11185,4.6,3.7,5.1,4.6,4.8,4.4,6.1,3.9,4.3,4.3,3.8,5.5,4.3,4.6,5.7,4.7,4.8,4.5,5.4,5.1,4.0,3.9,4.6,3.8
11189,3.4,4.4,3.3,3.6,4.3,4.3,5.0,3.6,4.5,4.1,4.4,3.3,3.9,3.2,3.9,4.0,4.1,4.7,4.0,4.8,3.8,4.4,4.7,4.1
11190,3.3,4.8,4.7,4.2,3.3,4.2,4.3,4.5,4.3,4.0,3.9,3.7,3.5,5.3,3.9,4.0,3.9,4.2,4.7,4.0,4.6,4.5,3.4,4.4
11191,4.3,3.6,4.5,3.2,4.8,4.0,5.0,3.8,4.1,4.7,4.4,4.1,4.2,4.6,3.3,3.8,4.6,4.2,4.5,5.2,4.1,4.8,4.6,3.6
11192,2.8,2.8,3.6,3.6,3.8,4.0,4.9,3.4,4.0,3.6,3.9,4.0,3.5,4.8,4.6,4.1,4.6,4.3,5.3,4.2,3.4,4.0,4.5,3.6
11193,4.1,4.0,4.9,4.4,3.9,4.3,4.5,4.0,4.2,3.7,4.2,4.7,5.0,4.7,4.9,3.8,4.3,4.2,5.3,4.7,3.8,4.3,4.5,4.3
11194,5.6,5.0,4.6,6.3,4.7,4.7,5.8,4.6,4.8,5.2,4.2,4.5,4.6,5.1,4.9,4.5,5.4,6.1,4.2,4.6,4.7,4.1,3.8,5.1
11195,1.7,3.6,3.5,3.1,3.2,3.8,4.5,4.2,3.0,4.4,3.2,5.0,3.8,3.5,4.8,3.6,4.3,3.1,4.2,5.2,4.3,4.2,3.5,2.8
11196,5.2,4.3,3.8,4.0,3.3,5.2,4.0,4.8,4.2,3.9,4.5,4.1,3.5,5.4,5.0,4.6,4.1,4.7,4.7,4.8,4.6,5.0,4.4,3.4
11197,4.2,3.8,4.3,3.4,3.5,4.4,4.2,4.6,4.0,4.1,4.3,4.4,3.6,4.6,3.6,3.9,4.1,4.7,5.0,3.4,3.6,4.0,4.3,3.6
11199,3.3,2.9,3.9,3.0,3.9,3.9,4.6,3.6,3.1,4.2,3.5,3.1,3.7,3.0,3.5,3.6,4.3,3.7,3.3,4.2,3.7,3.1,3.9,3.0
11200,3.3,3.9,3.9,3.4,4.0,4.2,3.7,4.8,4.4,5.0,3.9,3.5,4.2,4.3,4.5,4.2,4.4,4.5,4.6,3.9,4.0,4.4,4.6,4.4
11201,5.0,3.9,4.5,4.2,3.7,4.2,4.3,3.5,4.6,4.3,3.5,4.0,3.8,4.5,4.7,3.7,4.3,4.7,4.4,5.1,3.7,4.0,4.7,3.7
11202,3.9,4.3,4.7,4.3,4.3,4.9,4.2,3.1,4.4,5.6,4.2,4.5,5.1,4.4,5.2,4.1,4.3,4.2,5.7,4.0,4.1,4.5,5.1,4.3
11203,2.6,3.1,3.3,3.0,3.6,4.1,4.5,4.1,5.8,5.6,4.1,5.7,3.8,4.0,3.2,3.9,3.9,3.9,5.2,4.2,3.9,3.6,5.2,3.7
11204,4.6,4.1,3.8,3.0,3.7,3.8,3.9,3.4,3.9,3.7,3.7,4.4,3.8,4.0,4.4,3.6,4.5,3.9,4.0,5.2,3.9,4.7,3.8,3.2
11205,2.3,3.8,3.6,3.1,5.6,3.8,6.0,3.9,4.2,3.7,4.2,3.3,3.9,3.6,4.3,4.2,4.7,3.7,5.5,5.3,4.3,5.0,4.8,3.9
11206,3.9,3.9,3.8,4.6,4.1,4.3,5.4,3.5,4.3,4.2,3.9,4.0,4.4,4.8,4.5,3.3,4.8,4.6,5.2,5.1,4.1,4.5,4.6,4.3
11207,2.1,3.0,2.9,3.5,3.9,4.6,3.5,4.6,3.9,4.1,3.3,4.1,3.4,3.5,3.8,4.4,3.5,3.6,4.9,2.7,4.2,4.8,4.9,3.4
11208,2.1,3.6,2.7,3.8,4.0,4.6,3.7,4.0,2.9,4.3,3.1,4.5,3.3,4.1,3.7,4.3,4.0,3.2,4.5,3.1,4.6,4.4,4.8,3.6
11209,4.6,4.3,3.2,4.5,4.4,4.9,4.5,5.0,4.5,4.5,4.4,4.2,4.3,4.7,4.8,4.3,4.0,4.3,5.0,4.7,3.8,4.2,3.9,4.4
11210,3.7,3.4,3.6,4.1,3.1,4.1,4.5,4.0,3.9,3.9,3.7,4.7,3.8,4.1,4.6,4.0,4.6,4.1,4.8,4.4,3.7,4.0,4.7,3.9
11211,4.6,3.7,4.1,4.2,3.5,3.9,3.0,3.7,3.9,4.1,4.1,3.4,4.3,3.7,4.6,3.5,4.0,3.8,4.1,3.7,4.9,4.1,4.3,4.1
11212,3.4,4.0,3.5,4.3,4.4,4.0,4.7,4.0,4.7,4.8,4.6,4.7,4.4,4.1,4.8,4.0,4.6,4.1,4.8,4.7,3.9,4.9,4.9,4.2
11213,4.5,4.6,4.1,4.2,3.5,4.8,4.2,3.9,4.3,3.9,4.2,4.4,3.4,4.6,4.8,4.4,4.6,4.9,4.7,4.4,3.9,4.3,4.0,4.1
11214,3.1,2.9,3.5,3.5,4.0,4.8,3.7,3.8,4.3,4.3,4.7,4.7,3.9,3.9,4.0,4.4,3.9,4.2,4.7,4.5,3.8,4.1,4.5,3.9
11215,4.4,4.1,3.8,3.7,4.6,5.0,4.5,4.1,4.3,4.5,3.8,4.0,3.9,4.0,4.4,4.7,4.6,4.9,4.7,4.2,3.8,4.4,4.4,4.5
11216,3.0,3.0,4.5,3.2,4.1,4.7,5.1,3.1,4.1,4.3,3.6,2.5,3.9,4.0,4.8,3.6,4.2,4.1,4.8,3.4,4.2,4.2,3.1,2.2
11217,3.3,4.0,3.7,3.7,3.8,3.9,5.1,4.1,3.5,3.5,3.7,4.6,3.7,4.2,3.6,4.1,4.3,3.8,3.5,5.0,3.7,4.1,4.5,3.6
11218,3.6,4.0,3.9,3.6,4.5,3.7,5.8,4.0,3.4,4.1,3.6,5.0,4.0,3.9,4.4,4.1,4.3,4.6,4.5,4.8,4.0,4.2,3.8,4.5
11219,3.3,4.0,3.8,4.1,4.2,3.7,5.9,4.1,3.8,3.8,3.8,5.3,3.6,3.7,4.2,3.7,4.2,4.2,3.3,4.9,4.0,4.1,4.4,3.7
11220,4.0,3.5,3.4,2.3,4.1,4.9,4.7,3.7,4.9,4.7,4.5,4.3,5.7,3.9,5.0,4.9,4.1,3.7,4.4,5.7,4.5,5.0,3.8,3.7
11240,5.4,3.5,5.0,5.0,4.3,4.2,3.8,3.0,5.0,4.5,4.7,5.5,5.0,5.1,5.9,3.6,4.4,3.4,5.2,5.5,5.0,4.7,4.0,4.2
11241,5.7,4.1,4.2,3.5,3.6,4.0,4.3,4.6,4.7,4.8,4.3,4.7,5.0,5.6,5.3,4.7,5.6,4.3,5.0,4.9,4.8,4.6,4.8,4.0
11242,2.1,3.5,3.1,4.7,3.4,4.0,5.0,3.8,4.4,4.3,3.6,6.2,4.4,3.7,3.8,4.3,3.8,3.7,3.6,5.1,4.3,4.3,4.7,4.5
11246,2.4,3.3,3.1,2.8,3.6,4.0,2.2,4.0,3.8,3.4,3.4,4.0,2.5,3.7,2.6,3.8,4.1,3.6,3.8,3.0,3.9,3.9,3.4,2.9
11247,4.4,4.3,5.4,4.6,4.1,4.3,4.4,4.8,4.0,4.3,4.0,4.0,5.0,5.5,4.6,4.2,4.7,5.3,4.4,4.4,3.7,4.5,4.5,4.0
11248,4.8,4.2,5.0,4.5,3.5,3.7,6.0,4.0,3.9,4.4,4.3,4.3,4.9,5.0,5.2,4.0,4.9,4.1,5.8,4.9,4.0,4.0,4.3,4.4
11249,2.2,3.9,3.4,4.2,4.0,4.6,3.7,3.3,4.4,4.8,4.0,3.9,3.6,3.7,4.2,3.8,3.9,3.7,5.3,3.9,4.4,4.8,4.5,3.1
11250,3.8,4.1,2.8,4.3,3.3,4.2,5.5,3.8,3.9,4.2,3.2,4.9,3.8,3.9,3.6,4.4,4.6,4.4,4.6,3.5,3.8,3.5,4.5,2.7
11251,3.4,4.1,4.1,3.6,3.5,3.9,5.0,5.1,3.8,3.6,3.9,5.3,3.5,3.4,2.8,3.7,4.4,4.1,5.5,4.6,4.1,4.4,5.1,4.2
11252,2.7,3.6,3.1,3.6,3.7,3.9,2.8,4.8,4.1,5.1,4.1,3.8,4.6,5.4,4.5,4.1,5.0,4.3,5.6,3.2,3.9,4.7,4.4,3.8
11253,5.0,4.7,5.3,3.8,3.6,3.7,5.1,3.4,3.9,4.4,4.1,3.7,4.5,5.2,4.9,3.8,4.9,5.2,5.6,4.7,3.6,4.3,4.4,4.5
11254,3.3,4.1,3.9,4.7,4.5,4.1,5.4,4.5,4.6,4.8,4.2,5.0,4.9,4.3,3.5,4.4,4.5,3.9,5.2,4.7,4.1,5.1,4.6,3.6
11255,4.5,4.4,4.5,4.3,4.5,4.5,4.9,3.5,3.7,4.2,4.5,4.6,4.3,4.3,4.6,4.0,4.2,4.4,4.3,4.0,3.6,4.5,3.9,3.1
11256,4.9,4.4,4.8,3.6,3.2,3.8,4.9,3.4,3.6,3.7,4.2,3.9,5.0,5.1,5.3,3.5,4.7,4.4,5.1,4.6,3.9,4.2,3.9,3.9
11257,3.0,4.4,3.9,5.0,4.5,5.2,5.4,3.9,4.4,4.9,4.7,4.8,5.1,4.8,4.4,4.7,4.3,4.6,5.4,3.8,4.2,4.6,4.6,3.7
11258,3.1,4.3,4.0,2.9,4.8,4.5,5.2,3.9,4.1,4.0,3.8,3.2,4.4,4.8,4.9,4.3,4.4,3.9,4.8,5.0,5.1,4.7,4.9,4.2
11259,4.0,4.2,5.1,4.6,4.6,5.1,3.9,4.0,5.1,4.5,5.3,5.5,5.8,5.3,5.9,5.2,5.5,4.3,6.5,5.3,4.4,4.1,5.6,5.0
11260,4.6,3.6,4.7,4.9,3.3,4.3,3.7,3.7,3.2,3.9,4.2,4.3,3.3,4.2,3.6,3.7,4.5,4.2,3.3,4.6,3.8,4.7,3.8,4.4
11261,4.5,3.4,3.8,3.8,4.0,4.5,5.4,4.7,4.2,5.0,4.7,5.4,3.3,4.1,3.7,3.7,5.1,4.8,4.6,5.3,4.2,4.7,4.3,3.4
11262,4.2,3.4,5.3,3.7,4.0,5.4,4.6,4.6,4.7,4.6,4.0,4.5,3.5,4.3,5.6,4.5,5.2,4.7,5.3,5.3,4.1,4.7,5.0,4.2
11264,3.7,3.8,3.8,4.2,4.4,3.8,4.8,3.8,4.5,4.2,4.6,4.1,4.6,4.0,4.6,3.9,4.5,4.0,4.5,4.9,3.3,3.9,4.1,4.4
11265,4.8,4.1,6.2,4.8,4.2,4.2,3.7,4.1,4.2,4.9,4.6,5.0,5.1,4.6,4.7,3.7,4.4,4.7,4.8,3.6,4.3,4.7,4.7,4.5
11266,2.6,3.7,4.1,3.0,2.7,3.2,3.9,4.4,3.4,4.6,3.4,4.4,3.3,3.3,3.5,3.3,4.6,3.9,5.0,5.0,4.6,3.6,4.9,4.0
11267,3.6,4.5,3.1,1.7,4.1,4.9,1.4,4.0,4.3,5.3,4.0,3.2,5.0,4.7,4.4,2.5,3.3,4.4,5.4,3.1,4.4,5.4,4.7,5.1
11268,3.9,3.7,2.9,4.0,3.9,4.7,4.8,3.4,4.0,4.1,3.7,4.9,3.2,4.0,4.8,3.4,4.5,4.1,5.3,3.5,3.7,3.9,4.3,3.5
11269,3.9,4.2,3.9,4.1,4.6,4.7,3.8,4.0,5.0,4.7,4.2,4.3,4.9,5.2,5.1,4.3,5.0,4.9,6.1,4.5,4.4,5.1,4.7,4.0
11270,3.3,3.1,3.9,3.5,3.6,3.7,4.3,3.2,4.1,4.8,4.0,2.7,3.4,4.1,4.4,3.9,4.0,4.5,4.9,3.7,4.1,4.3,3.6,3.3
11272,4.2,4.1,3.5,4.5,3.7,4.6,3.8,4.1,4.3,4.6,4.6,4.2,3.2,4.0,4.2,3.9,5.0,4.7,4.9,5.0,5.4,4.4,4.9,4.9
11273,5.0,4.6,4.7,4.7,4.4,4.2,4.0,4.4,5.0,4.7,4.2,4.9,4.7,5.4,4.8,4.4,4.3,4.6,5.1,4.0,4.5,4.3,4.6,4.5
11274,4.6,4.1,4.0,3.9,4.1,3.9,3.2,3.4,4.0,3.8,4.1,3.2,4.1,3.4,4.7,3.5,4.1,4.2,3.9,3.7,4.1,4.2,3.9,4.2
11275,3.7,4.3,3.5,4.6,3.9,3.8,5.3,4.1,4.6,4.6,3.7,4.4,4.8,4.4,3.7,4.1,4.2,4.0,3.2,4.7,3.9,4.7,4.5,4.4
11276,4.5,4.0,3.7,4.4,3.3,3.9,3.7,3.8,3.8,4.2,4.0,5.3,4.2,4.6,3.9,3.4,4.3,4.7,3.6,4.9,4.0,4.5,3.9,3.4
11277,4.3,3.6,4.1,4.6,4.5,4.3,6.1,3.6,4.2,4.4,3.8,4.2,4.1,4.5,4.3,4.8,4.3,4.8,4.9,4.8,4.1,4.5,4.3,3.8
11278,4.0,4.6,4.8,5.4,4.2,4.4,5.0,3.8,4.2,4.9,5.6,3.6,4.0,4.9,5.2,5.0,4.5,5.0,4.3,5.6,3.5,5.1,4.1,4.7
11279,2.4,3.4,3.9,3.8,3.6,4.0,4.2,3.2,4.3,4.1,4.4,3.7,3.7,3.8,3.8,3.6,4.9,4.3,4.5,3.6,4.4,4.4,4.8,4.0
11280,2.9,3.4,3.3,2.6,3.4,4.5,4.3,4.6,4.6,4.6,3.9,3.9,3.3,4.3,4.3,4.1,3.5,4.7,3.8,5.4,4.1,3.8,5.7,3.2
11281,3.4,3.9,3.5,4.0,3.6,5.1,4.8,4.1,4.1,4.0,4.3,4.9,4.1,4.1,4.3,4.1,4.2,4.7,4.6,4.7,4.0,3.0,4.0,4.3
11282,3.5,3.0,2.3,3.7,3.3,3.6,3.6,3.7,4.0,4.6,3.3,3.1,3.8,3.3,3.5,3.9,3.9,4.6,4.8,3.8,3.9,4.5,4.6,3.5
11284,3.1,2.9,4.4,4.1,3.6,4.2,6.1,4.2,4.5,4.0,4.0,4.6,3.8,4.4,6.0,4.3,4.2,4.4,5.2,3.7,3.8,4.1,4.6,4.3
11285,3.7,4.0,3.6,4.5,3.7,3.8,5.6,4.9,4.3,4.3,4.3,3.8,4.9,3.8,5.3,3.5,4.6,4.9,5.0,4.4,4.8,3.8,4.1,5.3
11286,3.6,3.7,4.1,3.6,3.8,4.5,4.7,4.6,4.6,4.2,4.3,3.8,3.4,3.4,4.4,4.0,4.9,5.0,4.5,4.3,4.0,4.3,4.2,3.4
11287,2.8,3.7,3.1,3.6,3.7,4.3,3.4,4.2,4.6,5.2,4.0,5.1,4.9,4.2,4.0,5.3,4.4,4.5,3.5,5.5,5.0,4.3,4.3,2.7
11288,3.7,3.3,4.1,4.2,3.4,3.8,4.9,4.1,4.4,4.4,3.8,4.8,3.7,4.5,3.6,3.7,4.1,4.2,4.3,4.7,4.6,4.5,3.9,4.0
11290,2.9,3.1,4.1,3.9,3.9,4.1,4.6,3.8,4.3,4.7,3.7,4.9,3.8,4.9,4.4,3.6,4.4,4.4,5.3,4.0,3.9,4.5,4.6,3.6
